Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
6/6/08 10:16,,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"TypeATypeII, 55-64 Female  on Treatment for less than 1 month (Patient)",5
7/28/08 0:51,"I was diganosised with type II in januray 2008, my a1c was 9.7. The doctor put me on Janumet 50/500 1 tab BID. I also took the diabetic class through out local hospital and learned not only about being diabetic, but how to change your eating habits to a more healthy diet. ALso exercise plays a big parts in the control...medication alone will not do it. I have lost almost 40 in 6 months. At my last
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,3,45-54 Male  on Treatment for 2 to less than 5 years (Patient),5
7/26/08 20:17,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,on Treatment for 1 to 6 months,5
7/23/08 21:27,,Type 2 Diabetes Mellitus,Januvia oral,5,5,9,"DIABTEIC TONY, 25-34 Male  on Treatment for 1 to 6 months (Patient)",5
7/18/08 12:08,,Type 2 Diabetes Mellitus,Januvia oral,1,1,2,"jzt41012MSN.COM, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",1
7/17/08 11:19,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,55-64 Female  on Treatment for less than 1 month (Patient),5
8/21/08 22:08,"I'm taking Amaryl and Gluphage for several years but my blood sugar was always 145+, docotr put me on Januvia, blood sugar went down to +-120 and my eye vision improved, but I started getting really severe headaches. They stopped after I discontinued Januvia.",Type 2 Diabetes Mellitus,Januvia oral,4,4,2,"Angel, 45-54 Male  on Treatment for 1 to 6 months (Patient)",1
8/19/08 14:55,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"Bubba, 55-64 Male  on Treatment for less than 1 month (Patient)",5
8/7/08 15:50,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"stacie, 35-44 Female  on Treatment for less than 1 month (Patient)",4
8/4/08 17:55,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,55-64 Male  on Treatment for 1 to 6 months,4
8/3/08 23:07,,Type 2 Diabetes Mellitus,Januvia oral,4,1,4,"gilbertsrn, 25-34 Female  on Treatment for 6 months to less than 1 year (Patient)",1
9/5/08 21:36,it is too costly,Type 2 Diabetes Mellitus,Januvia oral,3,3,7,,1
9/1/08 12:10,,Type 2 Diabetes Mellitus,Januvia oral,5,2,1,"jane, 45-54 Female  on Treatment for less than 1 month (Patient)",2
8/28/08 11:18,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,45-54 Male  on Treatment for less than 1 month (Patient),3
8/28/08 1:57,,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"george, 45-54 Male  on Treatment for less than 1 month (Patient)",5
8/27/08 12:41,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,,5
9/21/08 8:47,"I was on Januvia for about 1 months when I started having left neck swelling and excruciating pain which quickly affected the entire left side of my face to the point where I couldn't keep my left eye open.  I had trouble swallowing. Ibuprofen helped the pain, but ultimately I had to quit Januvia.",Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"skrible81, 25-34 Female  on Treatment for 1 to 6 months (Patient)",1
9/18/08 18:49,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"FuzzyFarm, 65-74 Female  on Treatment for less than 1 month (Patient)",5
9/14/08 13:13,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"laura, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",5
9/8/08 14:30,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,55-64 Female  on Treatment for 1 to 6 months (Patient),4
9/8/08 14:13,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,35-44 Male  on Treatment for 6 months to less than 1 year (Patient),5
10/16/08 23:01,,Type 2 Diabetes Mellitus,Januvia oral,5,5,0,25-34 Female  on Treatment for 6 months to less than 1 year (Patient),5
10/12/08 18:10,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"creekside, 65-74 Female  on Treatment for 6 months to less than 1 year (Patient)",5
10/9/08 15:45,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Bren85711, 55-64 Female  on Treatment for 1 to 6 months (Patient)",5
10/7/08 12:20,,Type 2 Diabetes Mellitus,Januvia oral,4,1,2,55-64 Male  on Treatment for 6 months to less than 1 year (Patient),1
9/26/08 23:36,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Linda,  Female  on Treatment for 2 to less than 5 years (Patient)",5
10/24/08 14:31,"I have Diabetes type II. i was given Januvia to help me with my sugar levels i was 498 and now 95-130. I feel much better. I have notice that i get headaches and stomach discomfort. i did vomit the forth day, but since then never again. I am goign to keep taking it i lost one pound already. doesn't sound like much but it was to me. Thank you DOC!",Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"lovingi it, 35-44 Female  on Treatment for less than 1 month (Patient)",5
10/22/08 11:32,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"george6775, 55-64 Male  on Treatment for 1 to 6 months (Patient)",5
10/20/08 18:46,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"Carmella, 35-44 Female  on Treatment for 1 to 6 months (Patient)",3
10/20/08 5:31,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,55-64 Male  on Treatment for 6 months to less than 1 year (Patient),5
10/18/08 12:35,,Type 2 Diabetes Mellitus,Januvia oral,5,5,5,bea,5
11/6/08 10:59,"I have taken Januvia for almost a month.  No side effects for 3 weeks and then last week, I started getting those panicky, hypoglycemic feelings.  I am having to take xanax in order to continue this medication.  Thus far, I've not been able to tolerae glipizide, metformin and am now having same side effects from Januvia and my blood sugar is still above 170.  Any ideas about a good drug that w
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,3,1,,3
11/4/08 11:01,,Type 2 Diabetes Mellitus,Januvia oral,5,4,4,"keke52, 55-64 on Treatment for 1 to 6 months (Patient)",4
11/1/08 15:22,,Type 2 Diabetes Mellitus,Januvia oral,4,2,1,"CLLB, 35-44 Female  on Treatment for less than 1 month (Patient)",1
10/29/08 3:12,,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,45-54 Male  on Treatment for less than 1 month (Patient),5
10/26/08 15:10,,Type 2 Diabetes Mellitus,Januvia oral,3,4,1,"gators513, 45-54 Female  on Treatment for less than 1 month (Patient)",3
11/22/08 21:29,"I take it in the evening at meal time, and the blood sugar at wake up is 120-135. It is very expensive is there another less expensive medication. ",Type 2 Diabetes Mellitus,Januvia oral,5,5,8,", 75 or over Male  on Treatment for 1 to less than 2 years (Patient)",5
11/21/08 11:43,,Type 2 Diabetes Mellitus,Januvia oral,5,3,7,35-44 Male  on Treatment for 1 to 6 months (Patient),3
11/19/08 16:26,,Type 2 Diabetes Mellitus,Januvia oral,4,1,4,"Paul, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",1
11/12/08 21:11,,Type 2 Diabetes Mellitus,Januvia oral,2,1,5,65-74 Female  on Treatment for 1 to 6 months (Patient),1
11/10/08 12:43,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"SterlingHtsDiabetic, 45-54 Female  on Treatment for less than 1 month (Patient)",4
12/1/08 16:06,,Type 2 Diabetes Mellitus,Januvia oral,5,3,0,65-74 Male  on Treatment for 1 to less than 2 years (Patient),3
11/29/08 20:54,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,45-54 Male  on Treatment for 1 to 6 months (Patient),5
11/29/08 11:25,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,55-64 Male  on Treatment for 2 to less than 5 years (Patient),5
11/25/08 19:50,,Type 2 Diabetes Mellitus,Januvia oral,5,2,1,"SCOOTERHGW, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",2
11/23/08 14:01,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"dave, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
12/15/08 11:17,"after approx 3 weeks I had a mini eye stroke which had to have come from use of the med becuasde I had blood work 3 weeks earlier and my blood work had changed and they indicated that strokes occur from high cholesterol and smoking of which I have never had and never smoked , excelewnt health except for the diabetes (mild) and jst dicovered that siode effects of Januvia is strokes and macular edem
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,1,2,"dukefan1, 65-74 Male  on Treatment for less than 1 month (Patient)",1
12/14/08 0:40,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"Tom, 45-54 Male  on Treatment for 5 to less than 10 years (Patient)",5
12/7/08 12:35,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"davhol, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
12/6/08 6:54,,Type 2 Diabetes Mellitus,Januvia oral,5,1,8,45-54 Female  on Treatment for 1 to 6 months (Patient),2
12/2/08 20:00,,Type 2 Diabetes Mellitus,Januvia oral,5,2,5,"Sonya_J, 35-44 Female  on Treatment for 1 to 6 months (Patient)",1
1/15/09 21:09,I became very hungry and put on lots of weight.  I have joint pain in my fingers that began after I changed from Byetta to Januvia.  I am now back on the Byetta.,Type 2 Diabetes Mellitus,Januvia oral,5,1,9,"johnno123, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
1/10/09 21:25,,Type 2 Diabetes Mellitus,Januvia oral,5,3,1,"LIZA, 35-44 Female  on Treatment for 6 months to less than 1 year (Patient)",1
1/3/09 23:22,,Type 2 Diabetes Mellitus,Januvia oral,5,5,5,45-54 Female  on Treatment for 6 months to less than 1 year (Patient),4
1/2/09 2:48,,Type 2 Diabetes Mellitus,Januvia oral,4,1,2,65-74 Female  on Treatment for 1 to less than 2 years (Patient),1
12/30/08 16:13,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Emir, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
2/1/09 14:12,Easy to use.  I am not sure of the correct dosage for me?  I have not yet (after two weeks) noticed any dramatic improvement over byetta.,Type 2 Diabetes Mellitus,Januvia oral,5,3,6,65-74 Male  on Treatment for less than 1 month (Patient),4
1/28/09 0:05,,Type 2 Diabetes Mellitus,Januvia oral,5,3,5,35-44 Female  on Treatment for 1 to 6 months (Patient),3
1/24/09 17:46,,Type 2 Diabetes Mellitus,Januvia oral,5,3,7,"piano, 65-74 Female  on Treatment for 1 to less than 2 years (Patient)",4
1/23/09 19:12,,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,on Treatment for 6 months to less than 1 year,1
1/16/09 11:47,,Type 2 Diabetes Mellitus,Januvia oral,3,2,1,"rdown2earthsoxpqq, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",1
2/25/09 19:44,"After only a day or 2 I experienced heart fluttering and stomach distress.  Also nasal stuffiness and chest discomfort, probably due to the fluttering.  I've also had some leg cramping and muscle tightness.  My stomach seems jittery all the time.  Glucose levels during the day were actually low, but high in the morning.  My hemoglobin A1c came down from 7.5 to 7.1 in 3 months but I do not feel
					...
					",Type 2 Diabetes Mellitus,Januvia oral,4,3,1,"animallover, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
2/21/09 2:09,,Type 2 Diabetes Mellitus,Januvia oral,1,2,1,"xring, 55-64 Male  on Treatment for less than 1 month (Patient)",1
2/18/09 9:45,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"gerald, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",5
2/17/09 22:55,,Type 2 Diabetes Mellitus,Januvia oral,5,2,8,"jh, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",3
2/14/09 0:43,,Type 2 Diabetes Mellitus,Januvia oral,5,4,9,"PATRICIA, 55-64 Female  on Treatment for 1 to 6 months (Patient)",5
3/12/09 15:08,Works great for me.I also take glyberide and metformin.No side effects.This is a wonder drug for me.,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,55-64 Male  on Treatment for 1 to 6 months (Patient),5
3/8/09 18:43,,Type 2 Diabetes Mellitus,Januvia oral,4,2,4,55-64 Male  (Patient),2
3/1/09 12:36,,Type 2 Diabetes Mellitus,Januvia oral,3,4,1,45-54 Male  on Treatment for 6 months to less than 1 year (Patient),4
2/27/09 17:30,,Type 2 Diabetes Mellitus,Januvia oral,5,1,5,"gig, 55-64 Female  on Treatment for 5 to less than 10 years (Patient)",1
2/26/09 21:13,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,45-54 Male  on Treatment for 1 to 6 months (Patient),5
4/11/09 11:01,"When I added Januvia to the other medications I have been taking I noticed my blood sugar was finally under control, and am slowly decreasing the insulin I have been on.",Type 2 Diabetes Mellitus,Januvia oral,5,5,5,,5
4/9/09 5:12,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"Abohammam, 45-54 Male  on Treatment for 1 to 6 months (Caregiver)",4
3/30/09 13:57,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"annie, 65-74 Female  on Treatment for less than 1 month (Patient)",1
3/28/09 14:40,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"achnsto9, 45-54 Female  on Treatment for less than 1 month (Patient)",5
3/25/09 19:18,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,"jafinley255, 25-34 Female  on Treatment for less than 1 month (Patient)",1
4/24/09 16:13,"After taking Actos and Glyburide for many years and ballooning to 316 pounds, I switched to Januvia and lost 30 pounds in three months.  Only problem was my blood sugar went out-of-sight, totally uncontrolled.  Because my kidneys were starting to pay the price, I'm now on insulin.  Very depressing.",Type 2 Diabetes Mellitus,Januvia oral,5,1,1,65-74 Male  on Treatment for 1 to 6 months (Patient),3
4/24/09 10:01,,Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"debbieh, 45-54 Female  on Treatment for 1 to 6 months (Patient)",3
4/23/09 13:17,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,"seasons55, 45-54 Female  on Treatment for less than 1 month (Patient)",1
4/22/09 13:40,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,65-74 Female  on Treatment for 2 to less than 5 years (Patient),5
4/20/09 9:01,,Type 2 Diabetes Mellitus,Januvia oral,3,1,1,,1
5/22/09 19:09,After taking januvia 100mg for 2 wks. I developed extreme itching and a bad rash. I went back to Actos.,Type 2 Diabetes Mellitus,Januvia oral,4,1,1,,1
5/11/09 10:56,,Type 2 Diabetes Mellitus,Januvia oral,5,1,2,"sandman, 35-44 Male  on Treatment for 5 to less than 10 years (Patient)",1
5/9/09 1:05,,Type 2 Diabetes Mellitus,Januvia oral,5,1,2,"l, 35-44 Male  on Treatment for 5 to less than 10 years (Patient)",1
5/8/09 19:10,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,25-34 Male  (Patient),1
5/1/09 11:20,,Type 2 Diabetes Mellitus,Januvia oral,5,4,7,35-44 Male  on Treatment for 1 to less than 2 years (Patient),4
5/31/09 2:33,"Regularly taking this medicine,cure my nerves pains, type2 diabetes and Blood pressure.Side effects may be stiffness of joints specially in hand fingers at night while in sleep. Otherwise this is a wonderful drug, but expensive. ",Type 2 Diabetes Mellitus,Januvia oral,4,4,1,"AKD, 65-74 Male  on Treatment for 1 to 6 months (Patient)",5
5/30/09 23:24,,Type 2 Diabetes Mellitus,Januvia oral,2,2,1,"For Peace, 45-54 Female  on Treatment for less than 1 month (Patient)",1
5/30/09 8:18,,Type 2 Diabetes Mellitus,Januvia oral,2,2,1,"cindy, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",3
5/28/09 14:18,,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,"Jan692, 65-74 Female  on Treatment for 1 to 6 months (Patient)",1
5/24/09 16:20,,Type 2 Diabetes Mellitus,Januvia oral,5,1,7,55-64 Male  on Treatment for 1 to less than 2 years (Patient),1
6/8/09 12:33,"Januvia work very wellin taking down my blood sugar, but it made me so sick I missed a lots of days out of work, because it gave me a Upper respiratory problem. It cause me to have bronchi. I still have the cough it keep me up at night and bother me during the day.",Type 2 Diabetes Mellitus,Januvia oral,3,3,2,"Dee, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
6/5/09 7:36,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,25-34 Female  (Caregiver),1
6/4/09 12:37,,Type 2 Diabetes Mellitus,Januvia oral,5,3,3,55-64 Male  on Treatment for 1 to 6 months (Patient),4
6/3/09 16:29,,Type 2 Diabetes Mellitus,Januvia oral,4,1,2,"discouraged, 55-64 Female  on Treatment for less than 1 month (Patient)",1
6/2/09 14:09,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,55-64 Female  on Treatment for 1 to 6 months (Patient),5
7/5/09 21:31,"My husband has been taking this for about 2 mths along with Actos and it has lowered his blood sugar, but way too fast. It takes it down to 50 after 1 hr of taking it. He is sleepy all the time and has had no energy and it make him want to eat more. We will be discussing this next mth at the Dr's visit",Type 2 Diabetes Mellitus,Januvia oral,5,3,1,"familyoffour, 35-44 Male  on Treatment for 1 to 6 months (Patient)",3
6/16/09 11:56,,Type 2 Diabetes Mellitus,Januvia oral,4,4,2,"dleo, 35-44 Female  on Treatment for 1 to 6 months (Patient)",1
6/16/09 9:33,,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,"Piper, 65-74 Male  on Treatment for 5 to less than 10 years (Patient)",5
6/12/09 16:37,,Type 2 Diabetes Mellitus,Januvia oral,5,3,2,"Cherocreek, 55-64 Female  on Treatment for less than 1 month (Patient)",1
6/9/09 14:23,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"dentenor, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",4
7/23/09 18:17,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,35-44 Male  on Treatment for 1 to less than 2 years (Patient),5
7/23/09 15:34,,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"cassyb, 75 or over Female  on Treatment for 1 to less than 2 years (Patient)",4
7/15/09 22:34,,Type 2 Diabetes Mellitus,Januvia oral,4,1,1,"ladytaurus, 65-74 Female  on Treatment for 1 to less than 2 years (Patient)",1
7/15/09 12:28,,Type 2 Diabetes Mellitus,Januvia oral,5,1,8,"januvia, 45-54 Male  on Treatment for 1 to 6 months (Patient)",1
7/6/09 9:30,,Type 2 Diabetes Mellitus,Januvia oral,5,5,8,45-54 Female  on Treatment for 6 months to less than 1 year (Patient),5
8/9/09 21:26,"I have been taking 100mg for 2 months and I have experienced joint pains, body aches, headaches, constipation. I have been having serious breathing and respiratory problems with congestion. This medicine has made my life miserable. I feel worst taking it now. My daily activities have been sluggish and depressing. I am going to stop taking this medication because I think it is causing my body more 
					...
					",Type 2 Diabetes Mellitus,Januvia oral,2,2,2,"Jnob, 55-64 Female  on Treatment for 1 to 6 months (Patient)",2
8/8/09 19:42,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Doyle H., 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",5
8/5/09 21:40,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Kathy, 45-54 Female  on Treatment for 1 to 6 months (Patient)",3
8/5/09 18:38,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"JEWLY, 55-64 Female  on Treatment for less than 1 month (Patient)",5
7/25/09 20:57,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"chef54, 45-54 Male  on Treatment for 1 to less than 2 years (Patient)",5
8/23/09 19:16,"Well, this is my follow up review of Januvia. I went to my doctor on 8/18/09 because my respiratory problems had gotten worse. I could not rest, day or night, because this medicine had caused a respiratory infection with wheezing.  I told my doctor and the doctor acknowledged that this was one of the side effects of Januvia.  I was placed on antibiotics and given a cough medicine.  I am still havi
					...
					",Type 2 Diabetes Mellitus,Januvia oral,2,2,1,"Jnob, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
8/19/09 0:53,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,55-64 Female  on Treatment for 2 to less than 5 years (Patient),5
8/14/09 14:36,,Type 2 Diabetes Mellitus,Januvia oral,4,2,0,"helenp, 35-44 Female  on Treatment for less than 1 month",2
8/14/09 9:28,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"dyson, 55-64 Female  on Treatment for less than 1 month (Patient)",3
8/13/09 9:23,,Type 2 Diabetes Mellitus,Januvia oral,5,4,4,65-74 Male  on Treatment for 1 to less than 2 years (Patient),4
9/9/09 22:44,possible hematuria after beginnning this medicine.,Type 2 Diabetes Mellitus,Januvia oral,4,4,2,65-74 Male  on Treatment for less than 1 month (Patient),3
9/6/09 22:06,,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,"bobbi, 65-74 Female  on Treatment for 1 to less than 2 years (Patient)",5
9/4/09 19:52,,Type 2 Diabetes Mellitus,Januvia oral,1,1,9,"Insight, 55-64 Female  on Treatment for less than 1 month (Patient)",1
9/4/09 8:00,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Huckleberry0056, 45-54 Female  on Treatment for 1 to 6 months (Patient)",5
8/26/09 14:27,,Type 2 Diabetes Mellitus,Januvia oral,5,5,7,65-74 Female  (Patient),5
10/25/09 2:12,"I was on 100 mgs of Januvia. My sugars stayed high, I felt really bad, no sleep, I finally stopped eating. ( I never felt hungry and food made me sick.) My Dr accused me of not taking it, cause my A1C's were at 12. I took the darn things, they didn't work at all.",Type 2 Diabetes Mellitus,Januvia oral,5,1,9,"Chrysantha, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",1
10/22/09 17:43,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,"woolame1, 25-34 Female  on Treatment for 1 to 6 months (Patient)",4
10/12/09 16:21,,Type 2 Diabetes Mellitus,Januvia oral,3,2,9,"dar, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
9/15/09 19:07,,Type 2 Diabetes Mellitus,Januvia oral,3,3,3,,3
9/12/09 19:11,,Type 2 Diabetes Mellitus,Januvia oral,4,1,1,55-64 Male  on Treatment for 6 months to less than 1 year (Patient),1
11/10/09 19:19,,Type 2 Diabetes Mellitus,Januvia oral,4,4,0,"terry, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",3
10/30/09 15:21,,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,"bodle, 45-54 Female  on Treatment for less than 1 month (Patient)",1
10/27/09 14:20,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"sjonesbless08, 45-54 Female  on Treatment for 1 to 6 months (Patient)",4
10/26/09 14:03,,Type 2 Diabetes Mellitus,Januvia oral,1,1,1,"dd, 45-54 Female  on Treatment for less than 1 month (Patient)",1
10/25/09 13:03,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,75 or over Male  on Treatment for 1 to less than 2 years (Patient),5
11/19/09 17:52,,Type 2 Diabetes Mellitus,Januvia oral,5,5,3,,5
11/18/09 20:07,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"kitten, 55-64 Female  on Treatment for less than 1 month (Patient)",4
11/14/09 13:32,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Januvia, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",5
11/14/09 7:15,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"sammyb40, 35-44 Male  on Treatment for less than 1 month (Patient)",5
11/10/09 21:48,,Type 2 Diabetes Mellitus,Januvia oral,5,3,4,55-64 Female  on Treatment for 2 to less than 5 years (Patient),3
12/23/09 20:47,"     My doctor started me on Januvia three weeks ago. He gave me three weeks worth of samples and told me to come back in three weeks for a check up to see how the Januvia is working. For two weeks I kept a nauseated stomach both day and night. I became constipated and felt awful. Headachs were constant and it felt like my stomach was extreamly bloated to the point it felt like I had a baseball in
					...
					",Type 2 Diabetes Mellitus,Januvia oral,3,1,1,,1
12/19/09 15:31,,Type 2 Diabetes Mellitus,Januvia oral,5,4,0,"lapper, 55-64 Male  on Treatment for 6 months to less than 1 year (Patient)",4
12/9/09 21:09,,Type 2 Diabetes Mellitus,Januvia oral,5,5,6,"sammyb40, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
12/3/09 10:29,,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,"Happysoul, 45-54 Male  on Treatment for 1 to 6 months (Patient)",4
11/29/09 20:37,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,,5
1/16/10 10:43,ok,Type 2 Diabetes Mellitus,Januvia oral,4,3,1,,4
1/10/10 17:25,,Type 2 Diabetes Mellitus,Januvia oral,5,4,7,"GriegoLee, 35-44 Male  on Treatment for 6 months to less than 1 year (Patient)",4
1/3/10 21:28,,Type 2 Diabetes Mellitus,Januvia oral,5,5,8,"sammyb40, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
12/27/09 13:49,,Type 2 Diabetes Mellitus,Januvia oral,5,4,7,"missP, 19-24 Female  on Treatment for 6 months to less than 1 year (Patient)",5
12/25/09 11:47,,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,"Mrket Ace, 65-74 Male  on Treatment for less than 1 month (Patient)",1
2/28/10 8:55,I have used this drug for 9 months and it has helped me alot,Type 2 Diabetes Mellitus,Januvia oral,5,4,6,"ms, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",4
2/16/10 1:57,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"tw169, 35-44 Male  on Treatment for 1 to 6 months (Patient)",5
2/12/10 11:04,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"smokey, 45-54 Female  on Treatment for 2 to less than 5 years (Patient)",1
2/10/10 17:57,,Type 2 Diabetes Mellitus,Januvia oral,1,3,9,,2
1/22/10 1:15,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,65-74 Female,5
3/28/10 9:31,"I am anxious Annie when it comes to taking medicine...I was scared to take it at first reading reviews u hear good and bad..I have realized we are all different and our bodies react differently..I have been taking this medicine for 4 months..only side effect I had was upper respirtatory symtpoms..could be the weather or medicine overall I am very grateful for this medicine my blood sugars are with
					...
					",Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"Val471, 35-44 Female  on Treatment for 1 to 6 months (Patient)",5
3/27/10 17:11,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"waterpam1, 55-64 Female  on Treatment for less than 1 month (Patient)",5
3/11/10 11:30,,Type 2 Diabetes Mellitus,Januvia oral,1,1,5,"Olivia, 25-34 Female  on Treatment for less than 1 month (Patient)",1
3/7/10 12:31,,Type 2 Diabetes Mellitus,Januvia oral,4,1,2,"janumet 1000/50, 65-74 Female  on Treatment for 2 to less than 5 years (Patient)",1
3/3/10 22:18,,Type 2 Diabetes Mellitus,Januvia oral,5,4,1,"ellie, 55-64 Female  on Treatment for 1 to less than 2 years (Patient)",4
4/18/10 15:25,,Type 2 Diabetes Mellitus,Januvia oral,5,4,2,"doodlebug, 25-34 Female  on Treatment for 2 to less than 5 years (Patient)",4
4/15/10 18:28,,Type 2 Diabetes Mellitus,Januvia oral,5,1,4,"MARC, 45-54 Male  on Treatment for less than 1 month (Patient)",1
4/9/10 22:27,,Type 2 Diabetes Mellitus,Januvia oral,5,5,1,"Januvia, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",5
4/5/10 12:53,,Type 2 Diabetes Mellitus,Januvia oral,5,1,1,"Olivia, 25-34 Female  on Treatment for less than 1 month (Patient)",1
4/1/10 12:01,,Type 2 Diabetes Mellitus,Januvia oral,1,5,3,"Von, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
5/15/10 14:06,Was not controling BS spikes.  Has not decrease my A1C levels.  Started on Glimepride 2 mg daily alony with the Januva.  We will see,Type 2 Diabetes Mellitus,Januvia oral,5,2,8,"hl, 55-64 Male  (Patient)",2
5/11/10 7:54,,Type 2 Diabetes Mellitus,Januvia oral,4,1,2,"JAM, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
5/6/10 11:17,,Type 2 Diabetes Mellitus,Januvia oral,5,5,2,"LS1986, 19-24 Female  on Treatment for less than 1 month (Patient)",5
